ticker,date_bulletin,volume_echange,valeur_echangee
ECOC,2026-06-01,790.0,12841905.0
SGBC,2026-06-01,2556.0,94608960.0
SIBC,2026-06-01,4556.0,38305440.0
ONTBF,2026-06-01,3983.0,11557850.0
ORAC,2026-06-01,5151.0,82306340.0
SNTS,2026-06-01,4741.0,134592875.0
SCRC,2026-06-01,7525.0,20707825.0
SICC,2026-06-01,5.0,21370.0
SLBC,2026-06-01,476.0,18427630.0
SOGC,2026-06-01,3273.0,24382570.0
STBC,2026-06-01,1462.0,30965905.0
UNLC,2026-06-01,40.0,2283030.0
ABJC,2026-06-01,1569.0,5101775.0
BNBC,2026-06-01,5633.0,9567100.0
CFAC,2026-06-01,3042.0,4628920.0
LNBB,2026-06-01,2136.0,8206450.0
NEIC,2026-06-01,1661.0,3305225.0
PRSC,2026-06-01,477.0,1960110.0
UNXC,2026-06-01,5379.0,9619025.0
SHEC,2026-06-01,3514.0,6677450.0
BICB,2026-06-01,2757.0,14468640.0
BICC,2026-06-01,2243.0,64979085.0
BOAB,2026-06-01,3519.0,30972445.0
BOABF,2026-06-01,3269.0,18299465.0
BOAC,2026-06-01,18231.0,162423985.0
BOAM,2026-06-01,7144.0,37523225.0
BOAN,2026-06-01,6604.0,24533540.0
BOAS,2026-06-01,6425.0,49026890.0
CBIBF,2026-06-01,1725.0,37458265.0
ETIT,2026-06-01,1039312.0,30997237.0
NSBC,2026-06-01,2310.0,41571140.0
ORGT,2026-06-01,3014.0,7960290.0
SAFC,2026-06-01,3732.0,13574460.0
CABC,2026-06-01,1396.0,4881420.0
FTSC,2026-06-01,4061.0,9532910.0
SDSC,2026-06-01,7636.0,14153205.0
SEMC,2026-06-01,5852.0,8667165.0
SIVC,2026-06-01,1696.0,4767920.0
STAC,2026-06-01,26632.0,76253770.0
CIEC,2026-06-01,5588.0,23220395.0
SDCC,2026-06-01,380.0,4189600.0
NTLC,2026-06-02,3176.0,40941845.0
PALC,2026-06-02,15731.0,126575810.0
SPHC,2026-06-02,3006.0,21247785.0
SMBC,2026-06-02,876.0,11724495.0
TTLC,2026-06-02,2304.0,6615955.0
TTLS,2026-06-02,4685.0,15772555.0
ECOC,2026-06-02,2962.0,48284370.0
SGBC,2026-06-02,21548.0,789838215.0
SIBC,2026-06-02,17786.0,151512355.0
ONTBF,2026-06-02,14025.0,41360625.0
ORAC,2026-06-02,2233.0,35601265.0
SNTS,2026-06-02,6603.0,186932295.0
SCRC,2026-06-02,7348.0,20275745.0
SICC,2026-06-02,9.0,38425.0
SLBC,2026-06-02,967.0,38038185.0
SOGC,2026-06-02,6384.0,49735980.0
STBC,2026-06-02,4241.0,90384265.0
UNLC,2026-06-02,17.0,935000.0
ABJC,2026-06-02,2885.0,9288700.0
BNBC,2026-06-02,4868.0,8300625.0
CFAC,2026-06-02,1931.0,2949090.0
LNBB,2026-06-02,11813.0,45479860.0
NEIC,2026-06-02,4482.0,8899080.0
PRSC,2026-06-02,497.0,2084610.0
UNXC,2026-06-02,9037.0,16188130.0
SHEC,2026-06-02,7486.0,14669820.0
BICB,2026-06-02,5145.0,27168370.0
BICC,2026-06-02,253.0,7364190.0
BOAB,2026-06-02,5274.0,46378410.0
BOABF,2026-06-02,5313.0,29700875.0
BOAC,2026-06-02,19062.0,167467630.0
BOAM,2026-06-02,5787.0,28880230.0
BOAN,2026-06-02,4551.0,16894660.0
BOAS,2026-06-02,19999.0,149531365.0
CBIBF,2026-06-02,2931.0,65538625.0
ETIT,2026-06-02,500579.0,14706927.0
NSBC,2026-06-02,2297.0,41290855.0
ORGT,2026-06-02,8634.0,23613720.0
SAFC,2026-06-02,8007.0,28874260.0
CABC,2026-06-02,4386.0,15081115.0
FTSC,2026-06-02,5095.0,11946910.0
SDSC,2026-06-02,13953.0,26502105.0
SEMC,2026-06-02,16873.0,27450600.0
SIVC,2026-06-02,1572.0,4377170.0
STAC,2026-06-02,1292.0,3881245.0
CIEC,2026-06-02,9555.0,42292345.0
SDCC,2026-06-02,1450.0,15973635.0
NTLC,2026-06-03,1224.0,15854475.0
PALC,2026-06-03,2807.0,22507390.0
SPHC,2026-06-03,2766.0,20536055.0
SMBC,2026-06-03,559.0,7589230.0
TTLC,2026-06-03,8390.0,24318090.0
TTLS,2026-06-03,2016.0,6826605.0
ECOC,2026-06-03,3676.0,60064240.0
SGBC,2026-06-03,5352.0,198083395.0
SIBC,2026-06-03,10954.0,96367535.0
ONTBF,2026-06-03,4834.0,14001640.0
ORAC,2026-06-03,2455.0,39381615.0
SNTS,2026-06-03,12185.0,352804515.0
SCRC,2026-06-03,3882.0,10867585.0
SICC,2026-06-03,3.0,13140.0
SLBC,2026-06-03,207.0,8051850.0
SOGC,2026-06-03,2648.0,21397815.0
STBC,2026-06-03,3462.0,74599920.0
UNLC,2026-06-03,19.0,1048270.0
ABJC,2026-06-03,3187.0,9790400.0
BNBC,2026-06-03,5421.0,8939755.0
CFAC,2026-06-03,1629.0,2508915.0
LNBB,2026-06-03,4029.0,15499815.0
NEIC,2026-06-03,3430.0,6833780.0
PRSC,2026-06-03,2226.0,9686425.0
UNXC,2026-06-03,50120.0,85282845.0
SHEC,2026-06-03,3085.0,6252125.0
BICB,2026-06-03,31006.0,166504450.0
BICC,2026-06-03,693.0,20114925.0
BOAB,2026-06-03,4495.0,39200915.0
BOABF,2026-06-03,21910.0,121365425.0
BOAC,2026-06-03,7894.0,69819725.0
BOAM,2026-06-03,3590.0,17442335.0
BOAN,2026-06-03,18073.0,67005190.0
BOAS,2026-06-03,6838.0,50786230.0
CBIBF,2026-06-03,5548.0,116296450.0
ETIT,2026-06-03,688847.0,21194001.0
NSBC,2026-06-03,1754.0,32128365.0
ORGT,2026-06-03,6460.0,18266690.0
SAFC,2026-06-03,13782.0,53718710.0
CABC,2026-06-03,2357.0,8367135.0
FTSC,2026-06-03,3758.0,9003105.0
SDSC,2026-06-03,11565.0,22311265.0
SEMC,2026-06-03,12351.0,21450705.0
SIVC,2026-06-03,6639.0,17867055.0
STAC,2026-06-03,11680.0,33873495.0
CIEC,2026-06-03,10070.0,48786895.0
SDCC,2026-06-03,572.0,6310600.0
NTLC,2026-06-04,816.0,10561990.0
PALC,2026-06-04,7327.0,58439660.0
SPHC,2026-06-04,1088.0,8203520.0
SMBC,2026-06-04,794.0,10577820.0
TTLC,2026-06-04,2330.0,6749085.0
TTLS,2026-06-04,1602.0,5432885.0
ECOC,2026-06-04,1924.0,31439240.0
SGBC,2026-06-04,18614.0,688480810.0
SIBC,2026-06-04,10256.0,91142045.0
ONTBF,2026-06-04,21976.0,67119395.0
ORAC,2026-06-04,1662.0,27858395.0
SNTS,2026-06-04,2830.0,84075755.0
SCRC,2026-06-04,7663.0,21440730.0
SICC,2026-06-04,74.0,324260.0
SLBC,2026-06-04,209.0,8180170.0
SOGC,2026-06-04,9370.0,78308920.0
STBC,2026-06-04,2118.0,46466045.0
UNLC,2026-06-04,3.0,169450.0
ABJC,2026-06-04,2737.0,8311005.0
BNBC,2026-06-04,558.0,912355.0
CFAC,2026-06-04,1287.0,2015750.0
LNBB,2026-06-04,2394.0,9180325.0
NEIC,2026-06-04,1265.0,2516995.0
PRSC,2026-06-04,575.0,2489700.0
UNXC,2026-06-04,20726.0,38116600.0
SHEC,2026-06-04,6068.0,12361205.0
BICB,2026-06-04,8437.0,45095650.0
BICC,2026-06-04,626.0,18114600.0
BOAB,2026-06-04,1902.0,16676015.0
BOABF,2026-06-04,1350.0,7510080.0
BOAC,2026-06-04,9814.0,86625100.0
BOAM,2026-06-04,8068.0,37882325.0
BOAN,2026-06-04,13144.0,49078210.0
BOAS,2026-06-04,4331.0,32255935.0
CBIBF,2026-06-04,735.0,16103350.0
ETIT,2026-06-04,348888.0,11071948.0
NSBC,2026-06-04,1613.0,30471915.0
ORGT,2026-06-04,7766.0,22421470.0
SAFC,2026-06-04,8802.0,33752860.0
CABC,2026-06-04,1059.0,3905350.0
FTSC,2026-06-04,4403.0,10638630.0
SDSC,2026-06-04,36309.0,74764145.0
SEMC,2026-06-04,5345.0,9076465.0
SIVC,2026-06-04,21546.0,54304320.0
STAC,2026-06-04,111344.0,289526300.0
CIEC,2026-06-04,14034.0,68877690.0
SDCC,2026-06-04,897.0,9907825.0
NTLC,2026-06-05,947.0,12348980.0
PALC,2026-06-05,52326.0,398782415.0
SPHC,2026-06-05,1167.0,8931750.0
SMBC,2026-06-05,677.0,9001410.0
TTLC,2026-06-05,5222.0,14896605.0
TTLS,2026-06-05,1051.0,3611340.0
ECOC,2026-06-05,3403.0,55623480.0
SGBC,2026-06-05,1653.0,62386150.0
SIBC,2026-06-05,9533.0,86208160.0
ONTBF,2026-06-05,6608.0,19695015.0
ORAC,2026-06-05,1408.0,23662310.0
SNTS,2026-06-05,11752.0,336610935.0
SCRC,2026-06-05,6808.0,19032985.0
SICC,2026-06-05,70.0,312620.0
SLBC,2026-06-05,253.0,9723785.0
SOGC,2026-06-05,2076.0,17321305.0
STBC,2026-06-05,2359.0,51847460.0
UNLC,2026-06-05,11.0,638000.0
ABJC,2026-06-05,2187.0,6524480.0
BNBC,2026-06-05,4875.0,8217535.0
CFAC,2026-06-05,2693.0,4247640.0
LNBB,2026-06-05,2745.0,10525545.0
NEIC,2026-06-05,5535.0,11015190.0
PRSC,2026-06-05,294.0,1274035.0
UNXC,2026-06-05,8740.0,16375790.0
SHEC,2026-06-05,2700.0,5575540.0
BICB,2026-06-05,2691.0,14609855.0
BICC,2026-06-05,717.0,20783090.0
BOAB,2026-06-05,1054.0,9245850.0
BOABF,2026-06-05,3452.0,19288930.0
BOAC,2026-06-05,9964.0,88137420.0
BOAM,2026-06-05,5664.0,26494615.0
BOAN,2026-06-05,24317.0,90351755.0
BOAS,2026-06-05,4398.0,32593145.0
CBIBF,2026-06-05,1451.0,32299840.0
ETIT,2026-06-05,425356.0,13531154.0
NSBC,2026-06-05,7227.0,140625570.0
ORGT,2026-06-05,4863.0,14096725.0
SAFC,2026-06-05,17656.0,65360925.0
CABC,2026-06-05,3480.0,13592115.0
FTSC,2026-06-05,2709.0,6579525.0
SDSC,2026-06-05,32866.0,68471600.0
SEMC,2026-06-05,4369.0,7358775.0
SIVC,2026-06-05,1856.0,5227500.0
STAC,2026-06-05,3782.0,10748955.0
CIEC,2026-06-05,6263.0,32674690.0
SDCC,2026-06-05,628.0,6952400.0
NTLC,2026-06-08,1011.0,13363070.0
PALC,2026-06-08,890.0,7484795.0
SPHC,2026-06-08,2277.0,17242150.0
SMBC,2026-06-08,3832.0,54327865.0
TTLC,2026-06-08,6584.0,18724970.0
TTLS,2026-06-08,1757.0,6095725.0
ECOC,2026-06-08,971.0,15919710.0
SGBC,2026-06-08,1489.0,56677495.0
SIBC,2026-06-08,5283.0,46881360.0
ONTBF,2026-06-08,4102.0,11997895.0
ORAC,2026-06-08,2807.0,45461590.0
SNTS,2026-06-08,4966.0,141698030.0
SCRC,2026-06-08,14990.0,41891985.0
SICC,2026-06-08,41.0,192780.0
SLBC,2026-06-08,244.0,9521280.0
SOGC,2026-06-08,9017.0,73126785.0
STBC,2026-06-08,1588.0,34861810.0
UNLC,2026-06-08,5.0,290000.0
ABJC,2026-06-08,4574.0,13253145.0
BNBC,2026-06-08,739.0,1198995.0
CFAC,2026-06-08,2137.0,3355600.0
LNBB,2026-06-08,3147.0,12060335.0
NEIC,2026-06-08,3145.0,6263925.0
PRSC,2026-06-08,493.0,2059150.0
UNXC,2026-06-08,6821.0,12853915.0
SHEC,2026-06-08,10521.0,21503820.0
BICB,2026-06-08,5479.0,30212435.0
BICC,2026-06-08,448.0,12960095.0
BOAB,2026-06-08,4279.0,37439545.0
BOABF,2026-06-08,3124.0,17335820.0
BOAC,2026-06-08,7247.0,64396085.0
BOAM,2026-06-08,6058.0,28243615.0
BOAN,2026-06-08,27802.0,103074425.0
BOAS,2026-06-08,6181.0,46125175.0
CBIBF,2026-06-08,1385.0,30168885.0
ETIT,2026-06-08,853586.0,26930256.0
NSBC,2026-06-08,1219.0,23392740.0
ORGT,2026-06-08,4338.0,12488980.0
SAFC,2026-06-08,5422.0,20051875.0
CABC,2026-06-08,1406.0,5719040.0
FTSC,2026-06-08,5119.0,11625455.0
SDSC,2026-06-08,33711.0,68602830.0
SEMC,2026-06-08,7413.0,11907525.0
SIVC,2026-06-08,2193.0,6280995.0
STAC,2026-06-08,4828.0,13858805.0
CIEC,2026-06-08,16722.0,85002175.0
SDCC,2026-06-08,961.0,10864000.0
NTLC,2026-06-09,1238.0,17510120.0
PALC,2026-06-09,6964.0,58783775.0
SPHC,2026-06-09,2533.0,18935635.0
SMBC,2026-06-09,3643.0,53724420.0
TTLC,2026-06-09,8839.0,25158495.0
TTLS,2026-06-09,5531.0,18773530.0
ECOC,2026-06-09,6278.0,102712600.0
SGBC,2026-06-09,3938.0,153398715.0
SIBC,2026-06-09,33157.0,283519410.0
ONTBF,2026-06-09,5520.0,16159895.0
ORAC,2026-06-09,967.0,15385360.0
SNTS,2026-06-09,7867.0,223704595.0
SCRC,2026-06-09,26202.0,73113950.0
SICC,2026-06-09,92.0,413130.0
SLBC,2026-06-09,2379.0,89989360.0
SOGC,2026-06-09,12539.0,105127235.0
STBC,2026-06-09,5961.0,130581725.0
UNLC,2026-06-09,5.0,296200.0
ABJC,2026-06-09,4267.0,12168745.0
BNBC,2026-06-09,1289.0,2081940.0
CFAC,2026-06-09,2273.0,3564235.0
LNBB,2026-06-09,3576.0,13709270.0
NEIC,2026-06-09,1349.0,2679450.0
PRSC,2026-06-09,3304.0,13609420.0
UNXC,2026-06-09,6758.0,12841785.0
SHEC,2026-06-09,4007.0,8305450.0
BICB,2026-06-09,3827.0,21435105.0
BICC,2026-06-09,860.0,24847825.0
BOAB,2026-06-09,11185.0,97148490.0
BOABF,2026-06-09,5173.0,28907430.0
BOAC,2026-06-09,12844.0,113574525.0
BOAM,2026-06-09,2993.0,13934570.0
BOAN,2026-06-09,2941.0,11020605.0
BOAS,2026-06-09,10052.0,74642180.0
CBIBF,2026-06-09,3346.0,72934925.0
ETIT,2026-06-09,552955.0,17825000.0
NSBC,2026-06-09,1445.0,27811125.0
ORGT,2026-06-09,5325.0,14761455.0
SAFC,2026-06-09,4253.0,15544540.0
CABC,2026-06-09,1531.0,6136745.0
FTSC,2026-06-09,1872.0,4286450.0
SDSC,2026-06-09,9550.0,19069975.0
SEMC,2026-06-09,8787.0,14091155.0
SIVC,2026-06-09,1185.0,3341285.0
STAC,2026-06-09,8502.0,25662180.0
CIEC,2026-06-09,12402.0,62706925.0
SDCC,2026-06-09,1204.0,14353985.0
NTLC,2026-06-12,1981.0,29792920.0
PALC,2026-06-12,3880.0,33757710.0
SPHC,2026-06-12,4855.0,36606515.0
SMBC,2026-06-12,616.0,9997925.0
TTLC,2026-06-12,1859.0,5329765.0
TTLS,2026-06-12,2019.0,6936555.0
ECOC,2026-06-12,438.0,7358335.0
SGBC,2026-06-12,5604.0,218525935.0
SIBC,2026-06-12,9109.0,80328300.0
ONTBF,2026-06-12,1813.0,5146360.0
ORAC,2026-06-12,1897.0,29438775.0
SNTS,2026-06-12,5490.0,155832765.0
SCRC,2026-06-12,4351.0,13730565.0
SICC,2026-06-12,35.0,156120.0
SLBC,2026-06-12,238.0,9351765.0
SOGC,2026-06-12,1551.0,13107725.0
STBC,2026-06-12,13423.0,294544220.0
UNLC,2026-06-12,17.0,956250.0
ABJC,2026-06-12,6978.0,23943450.0
BNBC,2026-06-12,2933.0,5587580.0
CFAC,2026-06-12,3584.0,5738495.0
LNBB,2026-06-12,1344.0,5156850.0
NEIC,2026-06-12,3956.0,8132680.0
PRSC,2026-06-12,670.0,2777800.0
UNXC,2026-06-12,5986.0,11820140.0
SHEC,2026-06-12,1908.0,3963395.0
BICB,2026-06-12,3666.0,20293155.0
BICC,2026-06-12,170.0,4844080.0
BOAB,2026-06-12,7122.0,62497735.0
BOABF,2026-06-12,8937.0,49606935.0
BOAC,2026-06-12,10358.0,92224925.0
BOAM,2026-06-12,4744.0,21966480.0
BOAN,2026-06-12,6030.0,22341870.0
BOAS,2026-06-12,19592.0,143045460.0
CBIBF,2026-06-12,1528.0,34089300.0
ETIT,2026-06-12,411535.0,13441972.0
NSBC,2026-06-12,7790.0,150239320.0
ORGT,2026-06-12,2123.0,5834255.0
SAFC,2026-06-12,37997.0,141171485.0
CABC,2026-06-12,1078.0,4329910.0
FTSC,2026-06-12,5948.0,13183705.0
SDSC,2026-06-12,32057.0,63692655.0
SEMC,2026-06-12,11482.0,18104605.0
SIVC,2026-06-12,2645.0,7441585.0
STAC,2026-06-12,9259.0,33266455.0
CIEC,2026-06-12,6701.0,33479090.0
SDCC,2026-06-12,398.0,4823680.0
NTLC,2026-06-15,752.0,11384525.0
PALC,2026-06-15,2427.0,21169865.0
SPHC,2026-06-15,6301.0,45719945.0
SMBC,2026-06-15,531.0,8708510.0
TTLC,2026-06-15,2350.0,6717365.0
TTLS,2026-06-15,2872.0,9749615.0
ECOC,2026-06-15,3712.0,62359790.0
SGBC,2026-06-15,6909.0,270092895.0
SIBC,2026-06-15,4834.0,42654055.0
ONTBF,2026-06-15,2857.0,7894865.0
ORAC,2026-06-15,707.0,11133410.0
SNTS,2026-06-15,19827.0,563852915.0
SCRC,2026-06-15,6092.0,18890115.0
SICC,2026-06-15,109.0,488320.0
SLBC,2026-06-15,224.0,8725620.0
SOGC,2026-06-15,3173.0,26597310.0
STBC,2026-06-15,1036.0,22790605.0
UNLC,2026-06-15,22.0,1230125.0
ABJC,2026-06-15,10632.0,36963560.0
BNBC,2026-06-15,5230.0,9830855.0
CFAC,2026-06-15,4455.0,7146215.0
LNBB,2026-06-15,3759.0,14385050.0
NEIC,2026-06-15,3898.0,8695380.0
PRSC,2026-06-15,279.0,1142120.0
UNXC,2026-06-15,6086.0,12034450.0
SHEC,2026-06-15,1990.0,4139445.0
BICB,2026-06-15,8276.0,46448060.0
BICC,2026-06-15,465.0,13203045.0
BOAB,2026-06-15,1392.0,12216395.0
BOABF,2026-06-15,6075.0,33042190.0
BOAC,2026-06-15,3258.0,29228710.0
BOAM,2026-06-15,12011.0,53795565.0
BOAN,2026-06-15,5867.0,21777515.0
BOAS,2026-06-15,6490.0,47392410.0
CBIBF,2026-06-15,1579.0,35130190.0
ETIT,2026-06-15,300778.0,9743557.0
NSBC,2026-06-15,1526.0,29124090.0
ORGT,2026-06-15,4232.0,11445370.0
SAFC,2026-06-15,11696.0,43277840.0
CABC,2026-06-15,717.0,2867270.0
FTSC,2026-06-15,5040.0,11183205.0
SDSC,2026-06-15,21161.0,44736195.0
SEMC,2026-06-15,3675.0,5762005.0
SIVC,2026-06-15,9571.0,26071980.0
STAC,2026-06-15,10750.0,37138515.0
CIEC,2026-06-15,4417.0,22044310.0
SDCC,2026-06-15,194.0,2343770.0
NTLC,2026-06-16,2121.0,31801125.0
PALC,2026-06-16,4303.0,35821175.0
SPHC,2026-06-16,474.0,3560540.0
SMBC,2026-06-16,304.0,4948455.0
TTLC,2026-06-16,9162.0,25713810.0
TTLS,2026-06-16,1490.0,4977855.0
ECOC,2026-06-16,6616.0,109319620.0
SGBC,2026-06-16,2704.0,105137895.0
SIBC,2026-06-16,7217.0,63300710.0
ONTBF,2026-06-16,1476.0,4204155.0
ORAC,2026-06-16,3321.0,52502315.0
SNTS,2026-06-16,7434.0,210341135.0
SCRC,2026-06-16,16148.0,49222895.0
SICC,2026-06-16,33.0,147180.0
SLBC,2026-06-16,80.0,3094420.0
SOGC,2026-06-16,2132.0,17794205.0
STBC,2026-06-16,5587.0,122906160.0
UNLC,2026-06-16,8.0,446300.0
ABJC,2026-06-16,2254.0,8022920.0
BNBC,2026-06-16,6418.0,12405505.0
CFAC,2026-06-16,4017.0,6477620.0
LNBB,2026-06-16,14755.0,56793240.0
NEIC,2026-06-16,2212.0,5028490.0
PRSC,2026-06-16,469.0,1933915.0
UNXC,2026-06-16,5252.0,10372540.0
SHEC,2026-06-16,4606.0,9415570.0
BICB,2026-06-16,7109.0,39833250.0
BICC,2026-06-16,840.0,23604105.0
BOAB,2026-06-16,6970.0,60889085.0
BOABF,2026-06-16,5240.0,27940595.0
BOAC,2026-06-16,7589.0,68132000.0
BOAM,2026-06-16,8367.0,37288155.0
BOAN,2026-06-16,7893.0,29305095.0
BOAS,2026-06-16,4543.0,33108945.0
CBIBF,2026-06-16,2137.0,47286270.0
ETIT,2026-06-16,184865.0,6037195.0
NSBC,2026-06-16,1760.0,33592895.0
ORGT,2026-06-16,3232.0,8805415.0
SAFC,2026-06-16,4922.0,19170090.0
CABC,2026-06-16,1167.0,4728545.0
FTSC,2026-06-16,5118.0,11249865.0
SDSC,2026-06-16,13038.0,29726640.0
SEMC,2026-06-16,5270.0,8100980.0
SIVC,2026-06-16,2314.0,6371230.0
STAC,2026-06-16,3111.0,10871495.0
CIEC,2026-06-16,11408.0,56174820.0
SDCC,2026-06-16,1559.0,18743735.0
NTLC,2026-06-17,913.0,13417050.0
PALC,2026-06-17,1051.0,9111855.0
SPHC,2026-06-17,1294.0,9784115.0
SMBC,2026-06-17,1335.0,20883805.0
TTLC,2026-06-17,12519.0,37043820.0
TTLS,2026-06-17,2069.0,7150065.0
ECOC,2026-06-17,2443.0,40184710.0
SGBC,2026-06-17,9510.0,370664930.0
SIBC,2026-06-17,32068.0,278606010.0
ONTBF,2026-06-17,3323.0,9368115.0
ORAC,2026-06-17,1081.0,17115810.0
SNTS,2026-06-17,15431.0,433934665.0
SCRC,2026-06-17,10864.0,32600915.0
SICC,2026-06-17,29.0,129340.0
SLBC,2026-06-17,1748.0,68006500.0
SOGC,2026-06-17,4138.0,34071975.0
STBC,2026-06-17,3769.0,84718730.0
UNLC,2026-06-17,9.0,503200.0
ABJC,2026-06-17,3096.0,10981450.0
BNBC,2026-06-17,2621.0,5156480.0
CFAC,2026-06-17,2533.0,4412410.0
LNBB,2026-06-17,2264.0,9096850.0
NEIC,2026-06-17,1998.0,4733225.0
PRSC,2026-06-17,4298.0,18409995.0
UNXC,2026-06-17,6212.0,12162480.0
SHEC,2026-06-17,1011.0,2091375.0
BICB,2026-06-17,30164.0,176287930.0
BICC,2026-06-17,439.0,12252625.0
BOAB,2026-06-17,16978.0,149182400.0
BOABF,2026-06-17,3649.0,19442910.0
BOAC,2026-06-17,9473.0,85257170.0
BOAM,2026-06-17,10860.0,48228825.0
BOAN,2026-06-17,13176.0,48920225.0
BOAS,2026-06-17,37276.0,273804110.0
CBIBF,2026-06-17,634.0,14017450.0
ETIT,2026-06-17,685244.0,22447186.0
NSBC,2026-06-17,1925.0,36569175.0
ORGT,2026-06-17,4400.0,11866770.0
SAFC,2026-06-17,5964.0,23436480.0
CABC,2026-06-17,596.0,2391175.0
FTSC,2026-06-17,5592.0,12211160.0
SDSC,2026-06-17,32581.0,75273960.0
SEMC,2026-06-17,3547.0,5425215.0
SIVC,2026-06-17,3492.0,9694720.0
STAC,2026-06-17,14171.0,48996425.0
CIEC,2026-06-17,11099.0,53659690.0
SDCC,2026-06-17,922.0,11035710.0
NTLC,2026-06-18,1055.0,15765850.0
PALC,2026-06-18,825.0,7174030.0
SPHC,2026-06-18,1563.0,11825855.0
SMBC,2026-06-18,578.0,9093945.0
TTLC,2026-06-18,4111.0,11667285.0
TTLS,2026-06-18,1176.0,4060810.0
ECOC,2026-06-18,3884.0,64087510.0
SGBC,2026-06-18,1944.0,75802225.0
SIBC,2026-06-18,26184.0,228220180.0
ONTBF,2026-06-18,2282.0,6293760.0
ORAC,2026-06-18,679.0,10758800.0
SNTS,2026-06-18,8608.0,242100315.0
SCRC,2026-06-18,24943.0,72137230.0
SICC,2026-06-18,66.0,294360.0
SLBC,2026-06-18,380.0,14811850.0
SOGC,2026-06-18,7866.0,63886585.0
STBC,2026-06-18,1858.0,41633820.0
UNLC,2026-06-18,20.0,1127020.0
ABJC,2026-06-18,2210.0,7627165.0
BNBC,2026-06-18,12000.0,23768350.0
CFAC,2026-06-18,8527.0,15463200.0
LNBB,2026-06-18,4195.0,16900265.0
NEIC,2026-06-18,4708.0,10838960.0
PRSC,2026-06-18,1991.0,9280965.0
UNXC,2026-06-18,3346.0,6539795.0
SHEC,2026-06-18,1275.0,2669320.0
BICB,2026-06-18,22286.0,131694830.0
BICC,2026-06-18,189.0,5348990.0
BOAB,2026-06-18,3290.0,29351040.0
BOABF,2026-06-18,2204.0,11880930.0
BOAC,2026-06-18,8989.0,81349935.0
BOAM,2026-06-18,6559.0,29383415.0
BOAN,2026-06-18,5930.0,22107210.0
BOAS,2026-06-18,17075.0,126362580.0
CBIBF,2026-06-18,879.0,19867435.0
ETIT,2026-06-18,1284180.0,42107472.0
NSBC,2026-06-18,1098.0,20844690.0
ORGT,2026-06-18,3130.0,8393220.0
SAFC,2026-06-18,1837.0,7409240.0
CABC,2026-06-18,1938.0,7692525.0
FTSC,2026-06-18,13292.0,28194725.0
SDSC,2026-06-18,22556.0,52372835.0
SEMC,2026-06-18,3060.0,4812205.0
SIVC,2026-06-18,3406.0,9501725.0
STAC,2026-06-18,3064.0,10685770.0
CIEC,2026-06-18,11545.0,57128665.0
SDCC,2026-06-18,758.0,8925105.0
NTLC,2026-06-19,839.0,12538685.0
PALC,2026-06-19,636.0,5518115.0
SPHC,2026-06-19,2852.0,21579400.0
SMBC,2026-06-19,543.0,8624680.0
TTLC,2026-06-19,2795.0,7960760.0
TTLS,2026-06-19,1490.0,5195690.0
ECOC,2026-06-19,404.0,6678520.0
SGBC,2026-06-19,2539.0,99281260.0
SIBC,2026-06-19,10633.0,93535920.0
ONTBF,2026-06-19,7084.0,19097570.0
ORAC,2026-06-19,2105.0,34349315.0
SNTS,2026-06-19,21619.0,610935905.0
SCRC,2026-06-19,12650.0,39592305.0
SICC,2026-06-19,17.0,77500.0
SLBC,2026-06-19,479.0,18625550.0
SOGC,2026-06-19,3930.0,31794770.0
STBC,2026-06-19,4192.0,93995365.0
UNLC,2026-06-19,2.0,112000.0
ABJC,2026-06-19,1414.0,4863315.0
BNBC,2026-06-19,6491.0,13825490.0
CFAC,2026-06-19,3458.0,6262520.0
LNBB,2026-06-19,2005.0,8020070.0
NEIC,2026-06-19,2053.0,4755810.0
PRSC,2026-06-19,1879.0,8827645.0
UNXC,2026-06-19,11392.0,21829605.0
SHEC,2026-06-19,2656.0,5741210.0
BICB,2026-06-19,12748.0,75008235.0
BICC,2026-06-19,386.0,10972150.0
BOAB,2026-06-19,5974.0,53100745.0
BOABF,2026-06-19,6348.0,34612315.0
BOAC,2026-06-19,5157.0,48221695.0
BOAM,2026-06-19,3310.0,14990205.0
BOAN,2026-06-19,9156.0,34446825.0
BOAS,2026-06-19,8517.0,63127625.0
CBIBF,2026-06-19,337.0,7509740.0
ETIT,2026-06-19,1123589.0,38663820.0
NSBC,2026-06-19,1179.0,22510335.0
ORGT,2026-06-19,2761.0,7387255.0
SAFC,2026-06-19,42847.0,170104130.0
CABC,2026-06-19,3060.0,11956560.0
FTSC,2026-06-19,3957.0,8434125.0
SDSC,2026-06-19,31011.0,72673050.0
SEMC,2026-06-19,1457.0,2303195.0
SIVC,2026-06-19,24152.0,64341090.0
STAC,2026-06-19,3706.0,12934395.0
CIEC,2026-06-19,2672.0,13335840.0
SDCC,2026-06-19,582.0,6564630.0
NTLC,2026-06-22,373.0,5611615.0
PALC,2026-06-22,1900.0,16518875.0
SPHC,2026-06-22,2261.0,17159025.0
SMBC,2026-06-22,500.0,8097235.0
TTLC,2026-06-22,10671.0,30715810.0
TTLS,2026-06-22,2166.0,7560920.0
ECOC,2026-06-22,5651.0,95990800.0
SGBC,2026-06-22,8088.0,317077755.0
SIBC,2026-06-22,9635.0,85262660.0
ONTBF,2026-06-22,8562.0,23111000.0
